order_id,customer_id,order_timestamp,order_amount,discount_percentage,product_category,item_quantity,payment_method,pincode_tier,shipping_speed,device_type,true_return_prob,is_returned
ORD_0000017,CUST_000010,2025-01-26 18:10:56,980.26,0.49,Footwear,1,CreditCard,Tier1_Metro,Express,Mobile_App,0.2328,0
ORD_0000018,CUST_000044,2025-01-26 23:36:45,1823.26,0.3563,Home_Kitchen,1,COD,Tier2_Urban,Standard,Mobile_App,0.3888,1
ORD_0000019,CUST_000017,2025-01-29 15:16:40,621.68,0.2566,Apparel,1,CreditCard,Tier2_Urban,Standard,Mobile_App,0.2538,0
ORD_0000020,CUST_000038,2025-02-01 03:38:37,2362.98,0.0673,Footwear,1,COD,Tier2_Urban,Express,Mobile_App,0.3311,0
ORD_0000021,CUST_000007,2025-02-03 07:40:16,1643.8,0.0436,Beauty_PersonalCare,1,CreditCard,Remote,Standard,Desktop,0.3037,0
ORD_0000022,CUST_000046,2025-02-04 04:35:27,3382.14,0.4163,Footwear,2,COD,Tier2_Urban,Express,Mobile_App,0.5464,1
ORD_0000023,CUST_000013,2025-02-04 07:16:54,2860.09,0.5037,Electronics,2,COD,Tier1_Metro,Standard,Mobile_App,0.3463,1
ORD_0000024,CUST_000040,2025-02-04 11:19:13,1265.81,0.1126,Beauty_PersonalCare,1,CreditCard,Tier1_Metro,Standard,Mobile_App,0.1494,1
ORD_0000025,CUST_000042,2025-02-05 11:15:57,1609.51,0.2904,Home_Kitchen,1,COD,Tier1_Metro,Express,Mobile_App,0.2834,0
ORD_0000026,CUST_000009,2025-02-05 17:01:38,713.03,0.0866,Apparel,1,COD,Tier2_Urban,Standard,Mobile_Web,0.4256,0
ORD_0000027,CUST_000050,2025-02-06 18:48:55,1025.56,0.3613,Home_Kitchen,1,UPI,Tier1_Metro,Standard,Mobile_App,0.1717,0
ORD_0000028,CUST_000027,2025-02-07 15:21:54,377.41,0.6756,Footwear,1,UPI,Tier2_Urban,Standard,Mobile_Web,0.2766,1
ORD_0000029,CUST_000002,2025-02-12 08:47:46,1633.36,0.3827,Apparel,1,UPI,Tier2_Urban,Standard,Mobile_App,0.2477,0
ORD_0000030,CUST_000005,2025-02-13 03:07:26,2434.19,0.0798,Footwear,1,UPI,Tier1_Metro,Standard,Desktop,0.2881,0
ORD_0000031,CUST_000029,2025-02-16 09:03:00,2852.04,0.1281,Home_Kitchen,1,UPI,Tier3_SemiUrban,Standard,Mobile_App,0.1608,0
ORD_0000032,CUST_000037,2025-02-21 03:08:09,3447.33,0.1651,Footwear,1,COD,Tier1_Metro,Express,Mobile_App,0.3903,0
ORD_0000033,CUST_000038,2025-02-27 02:23:18,2097.67,0.2803,Apparel,1,COD,Tier1_Metro,Standard,Desktop,0.3825,0
ORD_0000034,CUST_000019,2025-03-01 11:18:20,26688.29,0.1397,Electronics,5,COD,Tier2_Urban,Standard,Mobile_App,0.3074,0
ORD_0000035,CUST_000008,2025-03-03 20:45:23,2787.12,0.1928,Apparel,1,DebitCard,Tier2_Urban,Standard,Desktop,0.2065,0
ORD_0000036,CUST_000048,2025-03-05 05:14:54,4866.91,0.0534,Apparel,2,UPI,Tier2_Urban,Express,Mobile_Web,0.1838,0
ORD_0000037,CUST_000045,2025-03-05 06:03:29,777.96,0.1411,Apparel,1,COD,Tier1_Metro,Standard,Mobile_App,0.4863,0
ORD_0000038,CUST_000001,2025-03-06 15:29:22,1919.07,0.1957,Apparel,1,UPI,Tier1_Metro,Express,Mobile_App,0.2362,0
ORD_0000039,CUST_000022,2025-03-06 18:22:13,2082.77,0.1171,Apparel,2,DebitCard,Tier3_SemiUrban,Standard,Mobile_Web,0.2521,1
ORD_0000040,CUST_000017,2025-03-13 06:19:42,579.42,0.2964,Apparel,2,COD,Tier3_SemiUrban,Standard,Mobile_App,0.583,0
ORD_0000041,CUST_000007,2025-03-13 11:07:49,18921.56,0.387,Electronics,5,UPI,Tier2_Urban,Standard,Mobile_App,0.2581,0
ORD_0000042,CUST_000025,2025-03-20 18:35:31,817.9,0.1533,Apparel,1,UPI,Tier1_Metro,Standard,Mobile_App,0.2676,0
ORD_0000043,CUST_000045,2025-03-31 01:20:57,1543.29,0.1273,Apparel,1,UPI,Tier2_Urban,Standard,Mobile_App,0.2685,1
ORD_0000044,CUST_000004,2025-04-01 10:07:24,1228.15,0.5903,Home_Kitchen,2,COD,Tier1_Metro,Standard,Mobile_App,0.334,0
ORD_0000045,CUST_000036,2025-04-02 08:07:40,2632.62,0.2923,Footwear,1,CreditCard,Tier1_Metro,Express,Mobile_Web,0.174,0
ORD_0000046,CUST_000006,2025-04-07 19:10:21,4131.34,0.1318,Electronics,1,DebitCard,Tier3_SemiUrban,Standard,Desktop,0.1212,0
ORD_0000047,CUST_000031,2025-04-09 20:29:25,820.5,0.0375,Apparel,1,UPI,Tier1_Metro,Standard,Desktop,0.1814,0
ORD_0000048,CUST_000019,2025-04-13 04:13:15,745.7,0.2843,Apparel,1,UPI,Remote,Standard,Mobile_Web,0.309,0
ORD_0000049,CUST_000044,2025-04-13 11:33:57,2486.48,0.2038,Apparel,3,DebitCard,Tier1_Metro,Standard,Mobile_App,0.2441,1
ORD_0000050,CUST_000039,2025-04-13 21:02:52,818.12,0.3766,Apparel,1,UPI,Tier1_Metro,Standard,Mobile_Web,0.239,0
ORD_0000051,CUST_000027,2025-04-13 22:37:22,1401.48,0.1006,Apparel,1,COD,Tier2_Urban,Standard,Mobile_App,0.4927,0
ORD_0000052,CUST_000010,2025-04-15 14:06:04,627.63,0.4877,Apparel,1,UPI,Tier3_SemiUrban,Standard,Mobile_App,0.3462,0
ORD_0000053,CUST_000026,2025-04-18 00:31:34,2016.24,0.4671,Apparel,1,UPI,Tier2_Urban,Standard,Mobile_App,0.223,0
ORD_0000054,CUST_000019,2025-04-18 03:51:52,666.45,0.4101,Apparel,1,UPI,Tier3_SemiUrban,Standard,Mobile_App,0.2851,1
ORD_0000055,CUST_000039,2025-04-18 11:22:20,1500.99,0.0776,Footwear,1,UPI,Tier2_Urban,Standard,Mobile_Web,0.2078,0
ORD_0000056,CUST_000003,2025-04-26 16:14:12,941.89,0.261,Apparel,1,DebitCard,Tier2_Urban,Express,Mobile_Web,0.3172,0
ORD_0000057,CUST_000045,2025-04-27 10:13:35,4195.63,0.1306,Footwear,2,DebitCard,Tier3_SemiUrban,Express,Mobile_App,0.2812,0
ORD_0000058,CUST_000013,2025-04-27 13:11:14,3720.98,0.174,Footwear,1,UPI,Tier1_Metro,Standard,Mobile_App,0.1991,1
ORD_0000059,CUST_000050,2025-04-27 19:38:04,2072.13,0.2082,Electronics,1,COD,Tier2_Urban,Express,Desktop,0.3306,0
ORD_0000060,CUST_000028,2025-04-28 21:05:55,5089.11,0.1981,Apparel,3,NetBanking,Tier1_Metro,Standard,Mobile_App,0.3603,1
ORD_0000061,CUST_000020,2025-04-30 23:06:05,305.54,0.4403,Beauty_PersonalCare,1,CreditCard,Remote,Standard,Mobile_App,0.1924,0
ORD_0000062,CUST_000028,2025-05-04 08:50:15,2842.34,0.2729,Electronics,1,COD,Remote,Standard,Mobile_App,0.5577,0
ORD_0000063,CUST_000008,2025-05-05 09:26:20,1546.3,0.1475,Apparel,1,DebitCard,Tier1_Metro,Standard,Mobile_Web,0.1809,0
ORD_0000064,CUST_000041,2025-05-10 22:19:14,625.98,0.3804,Beauty_PersonalCare,1,CreditCard,Tier2_Urban,Standard,Mobile_Web,0.3123,1
ORD_0000065,CUST_000039,2025-05-12 05:08:32,2030.41,0.1182,Home_Kitchen,1,UPI,Tier3_SemiUrban,Express,Mobile_App,0.1739,0
ORD_0000066,CUST_000001,2025-05-12 11:16:12,12109.53,0.279,Apparel,5,UPI,Tier1_Metro,Standard,Mobile_App,0.2901,0
ORD_0000067,CUST_000003,2025-05-15 05:11:25,925.8,0.276,Apparel,1,COD,Tier2_Urban,Standard,Mobile_Web,0.6014,1
ORD_0000068,CUST_000013,2025-05-16 02:35:24,610.02,0.1247,Beauty_PersonalCare,1,COD,Tier3_SemiUrban,Standard,Mobile_Web,0.3845,0
ORD_0000069,CUST_000028,2025-05-16 18:52:42,1053.32,0.1335,Beauty_PersonalCare,2,COD,Tier1_Metro,Express,Mobile_App,0.4103,1
ORD_0000070,CUST_000049,2025-05-17 17:36:23,1027.81,0.1157,Apparel,1,CreditCard,Tier2_Urban,Standard,Desktop,0.3139,0
ORD_0000071,CUST_000025,2025-05-18 02:06:23,1237.95,0.0452,Apparel,1,COD,Tier1_Metro,Standard,Mobile_App,0.5038,0
ORD_0000072,CUST_000033,2025-05-21 13:27:21,1475.15,0.4197,Footwear,1,COD,Tier3_SemiUrban,Standard,Mobile_App,0.6168,0
ORD_0000073,CUST_000038,2025-05-21 22:15:32,14173.29,0.1691,Footwear,4,COD,Remote,Standard,Desktop,0.4839,1
ORD_0000074,CUST_000006,2025-05-22 16:22:06,4248.5,0.5424,Electronics,1,UPI,Remote,Express,Mobile_App,0.1585,1
ORD_0000075,CUST_000044,2025-05-23 01:24:24,1515.48,0.5887,Footwear,2,DebitCard,Tier2_Urban,Express,Mobile_App,0.2623,1
ORD_0000076,CUST_000045,2025-05-24 11:32:09,2340.39,0.3238,Footwear,1,COD,Tier3_SemiUrban,Standard,Mobile_App,0.5476,1
ORD_0000077,CUST_000032,2025-05-26 10:54:05,628.25,0.1235,Beauty_PersonalCare,1,COD,Tier3_SemiUrban,Express,Mobile_App,0.3683,1
ORD_0000078,CUST_000045,2025-05-30 06:25:40,806.77,0.4948,Apparel,1,UPI,Tier1_Metro,Standard,Desktop,0.2798,0
ORD_0000079,CUST_000047,2025-05-31 14:31:51,1153.49,0.1985,Apparel,1,UPI,Tier3_SemiUrban,Express,Mobile_App,0.2597,0
ORD_0000080,CUST_000021,2025-06-03 03:41:47,6341.96,0.4192,Electronics,2,COD,Tier1_Metro,Standard,Mobile_Web,0.4248,1
ORD_0000081,CUST_000016,2025-06-06 06:53:35,1833.61,0.4077,Home_Kitchen,1,UPI,Tier2_Urban,Standard,Mobile_App,0.1728,0
ORD_0000082,CUST_000021,2025-06-06 13:59:15,1196.26,0.2788,Footwear,1,COD,Tier1_Metro,Standard,Mobile_App,0.5304,0
ORD_0000083,CUST_000011,2025-06-08 08:32:25,4149.3,0.0485,Footwear,2,COD,Tier1_Metro,Standard,Mobile_App,0.5901,0
ORD_0000084,CUST_000037,2025-06-10 05:23:22,3204.83,0.4123,Apparel,3,UPI,Tier1_Metro,Standard,Mobile_Web,0.269,0
ORD_0000085,CUST_000036,2025-06-13 16:22:57,1568.81,0.3227,Footwear,1,COD,Tier2_Urban,Standard,Mobile_App,0.4424,1
ORD_0000086,CUST_000035,2025-06-17 06:17:43,1134.26,0.3685,Footwear,1,DebitCard,Tier1_Metro,Standard,Mobile_Web,0.4197,0
ORD_0000087,CUST_000019,2025-06-19 22:38:19,1256.44,0.2471,Apparel,1,COD,Tier2_Urban,Standard,Mobile_App,0.4764,0
ORD_0000088,CUST_000020,2025-06-22 19:36:45,3016.93,0.7,Apparel,5,UPI,Tier1_Metro,Standard,Desktop,0.2609,0
ORD_0000089,CUST_000018,2025-06-23 01:45:45,2060.15,0.3737,Footwear,3,UPI,Tier1_Metro,Standard,Mobile_App,0.3509,0
ORD_0000090,CUST_000047,2025-06-29 10:33:18,1263.8,0.5135,Apparel,1,COD,Tier2_Urban,Express,Mobile_Web,0.5083,1
ORD_0000091,CUST_000041,2025-06-29 18:27:17,1260.23,0.1356,Apparel,2,UPI,Tier3_SemiUrban,Standard,Mobile_Web,0.4979,0
ORD_0000092,CUST_000049,2025-07-03 01:16:57,1654.0,0.1619,Apparel,1,COD,Tier1_Metro,Standard,Mobile_Web,0.5456,1
ORD_0000093,CUST_000014,2025-07-03 11:06:03,821.9,0.2779,Apparel,1,NetBanking,Tier2_Urban,Standard,Mobile_Web,0.2391,0
ORD_0000094,CUST_000015,2025-07-03 15:28:25,558.43,0.0553,Apparel,1,COD,Tier3_SemiUrban,Express,Mobile_Web,0.5664,1
ORD_0000095,CUST_000031,2025-07-04 10:00:38,2871.62,0.131,Home_Kitchen,2,COD,Tier2_Urban,Standard,Mobile_App,0.3282,1
ORD_0000096,CUST_000001,2025-07-06 15:21:33,13843.07,0.1897,Electronics,1,COD,Tier1_Metro,Standard,Mobile_App,0.3392,0
ORD_0000097,CUST_000003,2025-07-08 10:47:27,7335.73,0.153,Electronics,2,NetBanking,Tier1_Metro,Express,Mobile_App,0.1646,0
ORD_0000098,CUST_000016,2025-07-09 04:34:03,1810.17,0.302,Beauty_PersonalCare,2,UPI,Tier3_SemiUrban,Express,Desktop,0.1591,0
ORD_0000099,CUST_000023,2025-07-10 14:51:03,4184.07,0.2577,Footwear,2,UPI,Tier1_Metro,Standard,Mobile_App,0.3389,0
ORD_0000100,CUST_000011,2025-07-13 22:39:59,959.51,0.183,Apparel,1,COD,Tier3_SemiUrban,Standard,Mobile_Web,0.6814,1
ORD_0000101,CUST_000012,2025-07-17 07:57:49,2571.37,0.5019,Footwear,1,CreditCard,Tier2_Urban,Standard,Mobile_App,0.2319,1
ORD_0000102,CUST_000010,2025-07-18 01:34:01,1236.89,0.3314,Electronics,1,COD,Remote,Express,Mobile_App,0.4483,0
ORD_0000103,CUST_000032,2025-07-19 03:36:11,643.38,0.109,Beauty_PersonalCare,1,DebitCard,Tier3_SemiUrban,Standard,Mobile_App,0.177,0
ORD_0000104,CUST_000016,2025-07-20 11:13:32,3168.14,0.2468,Footwear,1,COD,Remote,Standard,Mobile_Web,0.5244,1
ORD_0000105,CUST_000008,2025-07-22 08:08:29,4826.12,0.3011,Apparel,3,COD,Tier1_Metro,Express,Mobile_App,0.4271,0
ORD_0000106,CUST_000038,2025-07-23 05:34:44,774.75,0.2774,Apparel,1,COD,Tier3_SemiUrban,Standard,Mobile_App,0.457,1
ORD_0000107,CUST_000012,2025-07-27 10:23:00,916.87,0.5303,Footwear,1,UPI,Tier1_Metro,Standard,Mobile_App,0.2105,1
ORD_0000108,CUST_000024,2025-07-28 01:44:09,4409.6,0.3656,Electronics,1,UPI,Tier2_Urban,Standard,Mobile_App,0.1413,0
ORD_0000109,CUST_000028,2025-07-29 07:18:57,1653.28,0.4341,Electronics,1,COD,Tier2_Urban,Standard,Mobile_App,0.492,0
ORD_0000110,CUST_000008,2025-07-30 01:09:13,3417.63,0.2825,Footwear,1,CreditCard,Tier3_SemiUrban,Standard,Mobile_App,0.2159,0
ORD_0000111,CUST_000028,2025-07-30 13:40:40,2633.43,0.0297,Home_Kitchen,1,UPI,Remote,Standard,Mobile_Web,0.3103,0
ORD_0000112,CUST_000036,2025-07-31 01:44:02,18343.65,0.1388,Electronics,3,UPI,Tier3_SemiUrban,Standard,Mobile_App,0.1491,0
ORD_0000113,CUST_000026,2025-08-02 19:23:38,812.98,0.377,Apparel,1,UPI,Tier1_Metro,Standard,Mobile_App,0.1921,0
ORD_0000114,CUST_000008,2025-08-04 15:41:57,5593.15,0.1976,Apparel,5,COD,Tier1_Metro,Express,Mobile_App,0.4135,0
ORD_0000115,CUST_000050,2025-08-12 06:40:25,3145.18,0.3204,Apparel,2,UPI,Tier2_Urban,Standard,Mobile_App,0.3033,0
ORD_0000116,CUST_000028,2025-08-13 11:27:47,979.49,0.1955,Apparel,1,COD,Tier1_Metro,Express,Mobile_App,0.5672,1
ORD_0000117,CUST_000028,2025-08-13 18:50:48,2350.76,0.3638,Apparel,3,COD,Tier1_Metro,Standard,Mobile_App,0.6444,1
ORD_0000118,CUST_000037,2025-08-16 08:31:14,1107.83,0.1303,Apparel,1,CreditCard,Tier1_Metro,Express,Mobile_App,0.2003,0
ORD_0000119,CUST_000041,2025-08-17 10:31:58,2540.32,0.3808,Apparel,2,DebitCard,Tier1_Metro,Express,Mobile_App,0.4317,0
ORD_0000120,CUST_000036,2025-08-18 13:32:21,691.4,0.0997,Apparel,1,COD,Tier1_Metro,Standard,Mobile_Web,0.4181,1
ORD_0000121,CUST_000027,2025-08-19 08:46:27,2691.17,0.4683,Home_Kitchen,2,COD,Tier1_Metro,Standard,Mobile_Web,0.3888,1
ORD_0000122,CUST_000017,2025-08-19 14:53:38,1453.53,0.2817,Apparel,2,UPI,Tier1_Metro,Express,Mobile_Web,0.2403,0
ORD_0000123,CUST_000009,2025-08-20 19:25:13,1237.43,0.3967,Footwear,2,COD,Tier1_Metro,Standard,Mobile_App,0.4281,1
ORD_0000124,CUST_000033,2025-08-21 15:53:09,2578.54,0.1505,Footwear,2,COD,Remote,Standard,Mobile_App,0.6588,0
ORD_0000125,CUST_000020,2025-08-23 11:35:34,3104.02,0.3229,Home_Kitchen,1,COD,Tier1_Metro,Standard,Mobile_App,0.3127,1
ORD_0000126,CUST_000013,2025-08-23 19:12:17,546.42,0.2761,Apparel,1,UPI,Tier1_Metro,Express,Mobile_App,0.2197,0
ORD_0000127,CUST_000028,2025-08-24 14:20:14,2498.7,0.1899,Footwear,1,UPI,Tier2_Urban,Express,Desktop,0.3031,0
ORD_0000128,CUST_000048,2025-08-26 05:41:02,1670.39,0.0696,Home_Kitchen,1,COD,Tier1_Metro,Express,Mobile_App,0.2375,0
ORD_0000129,CUST_000029,2025-08-29 10:09:22,1378.0,0.1175,Beauty_PersonalCare,2,COD,Remote,Standard,Mobile_App,0.3738,0
ORD_0000130,CUST_000013,2025-08-29 23:19:44,879.76,0.0119,Beauty_PersonalCare,1,COD,Tier3_SemiUrban,Express,Mobile_App,0.3496,1
ORD_0000131,CUST_000046,2025-09-03 11:15:42,3419.75,0.4842,Apparel,4,UPI,Tier1_Metro,Standard,Mobile_Web,0.3214,0
ORD_0000132,CUST_000035,2025-09-07 07:08:21,2053.77,0.1892,Apparel,1,COD,Tier1_Metro,Standard,Mobile_App,0.6942,1
ORD_0000133,CUST_000006,2025-09-12 00:44:02,1125.66,0.5772,Electronics,2,COD,Tier3_SemiUrban,Standard,Mobile_App,0.3401,1
ORD_0000134,CUST_000018,2025-09-12 01:13:15,1258.47,0.203,Home_Kitchen,1,CreditCard,Remote,Standard,Mobile_App,0.3362,0
ORD_0000135,CUST_000005,2025-09-12 07:25:03,12733.46,0.136,Electronics,2,COD,Tier2_Urban,Standard,Mobile_App,0.4614,1
ORD_0000136,CUST_000047,2025-09-12 09:51:28,13326.99,0.2952,Electronics,3,UPI,Tier2_Urban,Standard,Mobile_App,0.1501,0
ORD_0000137,CUST_000025,2025-09-14 05:13:47,1456.4,0.3081,Apparel,1,COD,Tier1_Metro,Standard,Mobile_App,0.5389,0
ORD_0000138,CUST_000002,2025-09-14 09:45:38,371.33,0.3278,Beauty_PersonalCare,1,COD,Remote,Standard,Mobile_App,0.423,0
ORD_0000139,CUST_000010,2025-09-14 20:02:34,1988.52,0.2921,Apparel,2,COD,Tier1_Metro,Standard,Mobile_App,0.5438,0
ORD_0000140,CUST_000030,2025-09-18 19:51:37,978.4,0.3561,Apparel,1,UPI,Remote,Standard,Mobile_App,0.4313,1
ORD_0000141,CUST_000050,2025-09-21 16:40:49,1332.63,0.2298,Footwear,1,CreditCard,Tier2_Urban,Standard,Mobile_App,0.2343,1
ORD_0000142,CUST_000045,2025-09-23 00:33:36,1412.88,0.1141,Footwear,1,CreditCard,Tier2_Urban,Standard,Mobile_App,0.237,0
ORD_0000143,CUST_000005,2025-09-26 07:13:20,1268.54,0.0766,Apparel,1,COD,Tier2_Urban,Standard,Mobile_Web,0.6162,1
ORD_0000144,CUST_000033,2025-09-27 07:58:37,213.74,0.7,Apparel,1,UPI,Tier1_Metro,Standard,Mobile_Web,0.3539,1
ORD_0000145,CUST_000001,2025-09-28 09:07:59,4567.03,0.159,Electronics,1,COD,Tier1_Metro,Standard,Mobile_App,0.3355,0
ORD_0000146,CUST_000018,2025-10-01 23:23:06,1635.25,0.2536,Apparel,1,COD,Tier1_Metro,Standard,Mobile_App,0.6027,0
ORD_0000147,CUST_000032,2025-10-02 01:37:49,15333.76,0.114,Electronics,1,DebitCard,Tier1_Metro,Standard,Mobile_App,0.1298,0
ORD_0000148,CUST_000047,2025-10-02 14:48:03,5662.73,0.1878,Apparel,4,COD,Tier3_SemiUrban,Standard,Mobile_App,0.5648,1
ORD_0000149,CUST_000049,2025-10-03 09:47:44,3423.37,0.1728,Footwear,1,COD,Tier1_Metro,Express,Mobile_Web,0.4847,1
ORD_0000150,CUST_000011,2025-10-04 14:43:54,2670.62,0.6069,Footwear,4,COD,Tier1_Metro,Standard,Mobile_App,0.66,0
ORD_0000151,CUST_000021,2025-10-09 01:08:36,518.29,0.5001,Apparel,1,COD,Remote,Standard,Desktop,0.709,1
ORD_0000152,CUST_000026,2025-10-11 09:22:39,878.79,0.3509,Apparel,1,COD,Tier3_SemiUrban,Standard,Mobile_App,0.4843,0
ORD_0000153,CUST_000025,2025-10-16 22:13:56,388.15,0.6634,Apparel,1,UPI,Tier3_SemiUrban,Standard,Mobile_App,0.3952,0
ORD_0000154,CUST_000022,2025-10-18 02:32:49,1622.63,0.1442,Apparel,1,UPI,Remote,Standard,Mobile_Web,0.2621,0
ORD_0000155,CUST_000027,2025-10-18 05:49:51,1405.61,0.3227,Home_Kitchen,1,DebitCard,Tier1_Metro,Standard,Mobile_Web,0.1665,0
ORD_0000156,CUST_000049,2025-10-18 11:08:37,1066.06,0.4081,Apparel,1,CreditCard,Tier1_Metro,Standard,Mobile_Web,0.3175,1
ORD_0000157,CUST_000013,2025-10-19 09:03:56,238.16,0.1623,Beauty_PersonalCare,1,COD,Tier3_SemiUrban,Standard,Mobile_Web,0.3893,0
ORD_0000158,CUST_000033,2025-10-21 06:29:34,2160.77,0.1732,Apparel,1,COD,Tier2_Urban,Standard,Mobile_App,0.5832,0
ORD_0000159,CUST_000034,2025-10-22 11:52:20,2408.43,0.1957,Electronics,1,COD,Tier1_Metro,Express,Mobile_Web,0.2705,0
ORD_0000160,CUST_000041,2025-10-23 10:00:13,411.45,0.2809,Beauty_PersonalCare,1,UPI,Tier3_SemiUrban,Express,Mobile_App,0.3177,1
ORD_0000161,CUST_000035,2025-10-23 16:35:36,3420.9,0.5876,Electronics,1,COD,Tier1_Metro,Standard,Mobile_Web,0.5922,1
ORD_0000162,CUST_000001,2025-10-25 06:44:38,3088.47,0.0824,Footwear,2,UPI,Tier1_Metro,Express,Mobile_App,0.2226,0
ORD_0000163,CUST_000021,2025-10-28 05:58:51,1394.37,0.1241,Footwear,1,COD,Tier2_Urban,Standard,Mobile_Web,0.5446,0
ORD_0000164,CUST_000048,2025-10-29 15:46:02,1352.86,0.0045,Apparel,1,UPI,Tier2_Urban,Standard,Mobile_App,0.1721,0
ORD_0000165,CUST_000006,2025-11-02 03:11:09,8788.04,0.3498,Home_Kitchen,5,UPI,Tier2_Urban,Standard,Mobile_App,0.1356,0
ORD_0000166,CUST_000028,2025-11-05 09:06:27,1108.71,0.1363,Beauty_PersonalCare,1,COD,Tier1_Metro,Standard,Mobile_App,0.4326,0
ORD_0000167,CUST_000017,2025-11-07 15:57:26,3015.78,0.2129,Home_Kitchen,2,DebitCard,Tier3_SemiUrban,Express,Mobile_Web,0.1819,0
ORD_0000168,CUST_000005,2025-11-08 08:21:46,8590.63,0.2628,Apparel,5,CreditCard,Tier1_Metro,Standard,Mobile_App,0.3769,0
ORD_0000169,CUST_000031,2025-11-09 05:50:04,170.24,0.5876,Beauty_PersonalCare,1,COD,Tier1_Metro,Express,Mobile_App,0.3054,0
ORD_0000170,CUST_000005,2025-11-09 14:51:03,1089.59,0.5756,Home_Kitchen,1,CreditCard,Tier3_SemiUrban,Standard,Mobile_App,0.3427,1
ORD_0000171,CUST_000038,2025-11-10 07:41:44,807.0,0.2184,Apparel,1,UPI,Remote,Express,Mobile_App,0.2329,1
ORD_0000172,CUST_000003,2025-11-13 11:33:12,816.65,0.2551,Apparel,1,DebitCard,Tier3_SemiUrban,Standard,Mobile_Web,0.3748,1
ORD_0000173,CUST_000023,2025-11-17 05:47:17,625.85,0.2939,Beauty_PersonalCare,1,CreditCard,Tier3_SemiUrban,Standard,Mobile_App,0.284,0
ORD_0000174,CUST_000037,2025-11-17 06:39:17,9257.19,0.205,Electronics,2,UPI,Tier2_Urban,Standard,Desktop,0.145,0
ORD_0000175,CUST_000037,2025-11-21 20:26:48,846.53,0.0518,Beauty_PersonalCare,1,COD,Tier2_Urban,Standard,Mobile_App,0.3281,0
ORD_0000176,CUST_000010,2025-11-22 14:19:40,1674.53,0.1619,Apparel,1,COD,Tier1_Metro,Standard,Mobile_App,0.4904,0
ORD_0000177,CUST_000010,2025-11-23 20:47:00,3378.68,0.1249,Beauty_PersonalCare,5,UPI,Tier1_Metro,Standard,Mobile_Web,0.1496,1
ORD_0000178,CUST_000019,2025-11-26 10:21:48,2790.43,0.0708,Apparel,2,UPI,Tier1_Metro,Express,Mobile_Web,0.2051,0
ORD_0000179,CUST_000017,2025-11-27 10:52:17,382.88,0.7,Apparel,1,COD,Tier1_Metro,Standard,Mobile_App,0.5248,0
ORD_0000180,CUST_000021,2025-11-27 11:08:46,1202.32,0.1221,Apparel,1,COD,Tier2_Urban,Standard,Mobile_App,0.5837,1
